"","time_interval","time_frame","dataset_name","b","X","N","lm_intercept","lm_slope"
"b449","monthly","2014-7-","salesforce",-0.726166828853762,10,1073,1.6421323967064,-0.72687894871393
"b450","monthly","2014-7-","salesforce",-0.723254635703711,11,1073,1.7071858758717,-0.723918190026785
"b451","monthly","2014-7-","salesforce",-0.720530466714678,12,1073,1.76585121233969,-0.721163190018765
"b452","monthly","2014-7-","salesforce",-0.718006030787588,13,1073,1.8185982217762,-0.71846238980817
"b453","monthly","2014-7-","salesforce",-0.715567042698825,14,1073,1.86715189188098,-0.715940087486762
"b454","monthly","2014-7-","salesforce",-0.713255517689322,15,1073,1.91217436467444,-0.713627844689314
"b455","monthly","2014-7-","salesforce",-0.711008313970059,16,1073,1.95477565023806,-0.711592603253971
"b456","monthly","2014-7-","salesforce",-0.708904288189623,17,1073,1.9929332002557,-0.709398838294515
"b457","monthly","2014-7-","salesforce",-0.7068870990444,18,1073,2.02874911427195,-0.707348401993458
"b458","monthly","2014-7-","salesforce",-0.704860993414196,19,1073,2.06227393744373,-0.705346761640252
"b459","monthly","2014-7-","salesforce",-0.702909010027306,20,1073,2.09332544445985,-0.703337191173064
"b460","monthly","2014-7-","salesforce",-0.701020872794034,21,1073,2.12218564208146,-0.701315868658794
"b461","monthly","2014-7-","salesforce",-0.699159593730689,22,1073,2.14897729205694,-0.699271850114623
"b462","monthly","2014-7-","salesforce",-0.697335993085557,23,1073,2.17360911444256,-0.69715188920258
"b463","monthly","2014-7-","salesforce",-0.695527415056376,24,1073,2.19636906235621,-0.694972801147126
"b464","monthly","2014-7-","salesforce",-0.693714311749824,25,1073,2.21741278281244,-0.692740728989664
"b465","monthly","2014-7-","salesforce",-0.691923326178825,26,1073,2.23730816165466,-0.690541516611533
"b466","monthly","2014-7-","salesforce",-0.690128813925829,27,1073,2.25587293837733,-0.688317000833611
"b467","monthly","2014-7-","salesforce",-0.688365994092855,28,1073,2.27246451382379,-0.685950128390764
"b468","monthly","2014-7-","salesforce",-0.686654673641334,29,1073,2.28745057256939,-0.683504276715041
"b469","monthly","2014-7-","salesforce",-0.684967746133742,30,1073,2.3013866981829,-0.681052085756084
"b470","monthly","2014-7-","salesforce",-0.683333845294589,31,1073,2.3143876843198,-0.678616987242375
"b471","monthly","2014-7-","salesforce",-0.68170939204906,32,1073,2.32653707391975,-0.67618731306573
"b472","monthly","2014-7-","salesforce",-0.680115814613928,33,1073,2.33811854260612,-0.673813820558583
"b473","monthly","2014-7-","salesforce",-0.678560861337019,34,1073,2.34928251694406,-0.671513491163134
"b474","monthly","2014-7-","salesforce",-0.677010126898711,35,1073,2.3605904925035,-0.669373713456744
"b475","monthly","2014-7-","salesforce",-0.675479511594704,36,1073,2.37173043177051,-0.667331800878999
"b476","monthly","2014-7-","salesforce",-0.673972457215194,37,1073,2.38239266737559,-0.665329313170831
"b477","monthly","2014-7-","salesforce",-0.67249830477428,38,1073,2.39291652787877,-0.663421064947427
"b478","monthly","2014-7-","salesforce",-0.671027741514287,39,1073,2.4038004091613,-0.661682184361346
"b479","monthly","2014-7-","salesforce",-0.669594231343331,40,1073,2.41430770560886,-0.659986486329495
"b480","monthly","2014-7-","salesforce",-0.668196846690066,41,1073,2.424751752073,-0.658382682019799
"b481","monthly","2014-7-","salesforce",-0.666795384709935,42,1073,2.43501092208424,-0.656829599562825
"b482","monthly","2014-7-","salesforce",-0.665434450595445,43,1073,2.4449604724608,-0.655319177492757
"b483","monthly","2014-7-","salesforce",-0.664089137334778,44,1073,2.45472366629732,-0.653861426079189
"b484","monthly","2014-7-","salesforce",-0.662756028340913,45,1073,2.46388191992958,-0.652375025869526
"b485","monthly","2014-7-","salesforce",-0.661450663597042,46,1073,2.47291155421216,-0.650944911632711
"b486","monthly","2014-7-","salesforce",-0.660173068562936,47,1073,2.4819470930789,-0.649592717359283
"b487","monthly","2014-7-","salesforce",-0.65891823396185,48,1073,2.49096046323911,-0.648308786628082
"b488","monthly","2014-7-","salesforce",-0.657668329472929,49,1073,2.49991214733733,-0.647077281127872
"b489","monthly","2014-7-","salesforce",-0.656412366029158,50,1073,2.50886757659906,-0.645903216113427
"b490","monthly","2014-8-","salesforce",-0.775817202157642,2,976,0.492933994958507,-0.779682699192649
"b491","monthly","2014-8-","salesforce",-0.765569592666572,3,976,0.814680346031922,-0.771097339270992
"b492","monthly","2014-8-","salesforce",-0.758633663780849,4,976,1.03099911947868,-0.763441522661056
"b493","monthly","2014-8-","salesforce",-0.752511264369491,5,976,1.19529028209757,-0.757216006481418
"b494","monthly","2014-8-","salesforce",-0.746898378900599,6,976,1.32835313397802,-0.752105237729057
"b495","monthly","2014-8-","salesforce",-0.741832084239046,7,976,1.44232887263488,-0.748240946061516
"b496","monthly","2014-8-","salesforce",-0.737326767849788,8,976,1.53944016964872,-0.74469857046941
"b497","monthly","2014-8-","salesforce",-0.733395047790154,9,976,1.62348014155768,-0.741428124587795
"b498","monthly","2014-8-","salesforce",-0.729824546697668,10,976,1.69878709238727,-0.738653814678477
"b499","monthly","2014-8-","salesforce",-0.726496748745107,11,976,1.76600106651047,-0.736031722915285
"b500","monthly","2014-8-","salesforce",-0.723570982764012,12,976,1.82475184502318,-0.733257192702622
"b501","monthly","2014-8-","salesforce",-0.72072100483398,13,976,1.87703710211172,-0.73039984045661
"b502","monthly","2014-8-","salesforce",-0.717953124811735,14,976,1.92528580725282,-0.727742359278949
"b503","monthly","2014-8-","salesforce",-0.715269922158515,15,976,1.96988451267252,-0.725234463139679
"b504","monthly","2014-8-","salesforce",-0.712658820951733,16,976,2.01121067689383,-0.722817581337844
"b505","monthly","2014-8-","salesforce",-0.710199435946851,17,976,2.0479607997651,-0.72020688642533
"b506","monthly","2014-8-","salesforce",-0.707873045045724,18,976,2.08209763911631,-0.717693182146448
"b507","monthly","2014-8-","salesforce",-0.705612706292769,19,976,2.11279829079237,-0.715038357379379
"b508","monthly","2014-8-","salesforce",-0.703402516842,20,976,2.14145336313875,-0.712449098773468
"b509","monthly","2014-8-","salesforce",-0.701272431555659,21,976,2.16775314159332,-0.709833573710216
"b510","monthly","2014-8-","salesforce",-0.699223761693238,22,976,2.19163104863611,-0.707145564616671
"b511","monthly","2014-8-","salesforce",-0.697210366451671,23,976,2.2140954842728,-0.70452331077065
"b512","monthly","2014-8-","salesforce",-0.695229394256736,24,976,2.23524419221765,-0.701961398490953
"b513","monthly","2014-8-","salesforce",-0.693286624652928,25,976,2.25544262282831,-0.699499041421737
"b514","monthly","2014-8-","salesforce",-0.69140411142482,26,976,2.27389238510346,-0.696981291799999
"b515","monthly","2014-8-","salesforce",-0.689558955356458,27,976,2.29136909266273,-0.694518981714305
"b516","monthly","2014-8-","salesforce",-0.687753810993283,28,976,2.30788689271016,-0.692104929351577
"b517","monthly","2014-8-","salesforce",-0.68593672131439,29,976,2.32395031257363,-0.689801704815014
"b518","monthly","2014-8-","salesforce",-0.684130288446565,30,976,2.33921216194688,-0.687538544420214
"b519","monthly","2014-8-","salesforce",-0.68239501454318,31,976,2.353786653632,-0.685343499874884
"b520","monthly","2014-8-","salesforce",-0.680711398301203,32,976,2.36756698598025,-0.683179508672377
"b521","monthly","2014-8-","salesforce",-0.679045363113,33,976,2.38120421408329,-0.681147249735006
"b522","monthly","2014-8-","salesforce",-0.67741880797239,34,976,2.39489080721478,-0.679275226415202
"b523","monthly","2014-8-","salesforce",-0.675829436127464,35,976,2.40851957227653,-0.677534520291406
"b524","monthly","2014-8-","salesforce",-0.674289813725675,36,976,2.42181810313812,-0.675876549973285
"b525","monthly","2014-8-","salesforce",-0.672779441879497,37,976,2.43446782118386,-0.674224473032462
"b526","monthly","2014-8-","salesforce",-0.671308747678316,38,976,2.44714288339027,-0.672699275604937
"b527","monthly","2014-8-","salesforce",-0.669863699610232,39,976,2.45961000439348,-0.671248224004124
"b528","monthly","2014-8-","salesforce",-0.668438385220658,40,976,2.47167195021912,-0.669827508964681
"b529","monthly","2014-8-","salesforce",-0.667037457287781,41,976,2.48306479279126,-0.668385898625096
"b530","monthly","2014-8-","salesforce",-0.665639465996756,42,976,2.49436070342657,-0.667015896319924
"b531","monthly","2014-8-","salesforce",-0.66425980877143,43,976,2.50492598036138,-0.665603898502361
"b532","monthly","2014-8-","salesforce",-0.66290312727005,44,976,2.51523748008069,-0.664232174596171
"b533","monthly","2014-8-","salesforce",-0.661541797777053,45,976,2.52523369862255,-0.662880056748531
"b534","monthly","2014-8-","salesforce",-0.660208999571111,46,976,2.53462916124495,-0.661501875995564
"b535","monthly","2014-8-","salesforce",-0.658884954718412,47,976,2.54391066839554,-0.660173561950787
"b536","monthly","2014-8-","salesforce",-0.657567906618897,48,976,2.55290345433626,-0.658859699126221
"b537","monthly","2014-8-","salesforce",-0.656270188567359,49,976,2.56128297803616,-0.657501627331935
"b538","monthly","2014-8-","salesforce",-0.654981692614068,50,976,2.56903201975387,-0.656096694952841
"b539","monthly","2014-9-","salesforce",-0.772760359674703,2,1073,0.38700966383048,-0.761597641127253
"b540","monthly","2014-9-","salesforce",-0.764763045985253,3,1073,0.714616684682694,-0.754619169318132
"b541","monthly","2014-9-","salesforce",-0.7591050236428,4,1073,0.939625229435622,-0.748791948677693
"b542","monthly","2014-9-","salesforce",-0.754046188433344,5,1073,1.10813582013801,-0.74345640555479
"b543","monthly","2014-9-","salesforce",-0.749648734099315,6,1073,1.23995133952508,-0.738269944991632
"b544","monthly","2014-9-","salesforce",-0.745951602990932,7,1073,1.34714794434674,-0.733283343424039
"b545","monthly","2014-9-","salesforce",-0.742625786693862,8,1073,1.43754804286416,-0.728668589114758
"b546","monthly","2014-9-","salesforce",-0.739326197397387,9,1073,1.516728738837,-0.724566905526876
"b547","monthly","2014-9-","salesforce",-0.73633429287441,10,1073,1.58524928366237,-0.720524444157728
"b548","monthly","2014-9-","salesforce",-0.733450036671524,11,1073,1.64872986025589,-0.71722075874868
"b549","monthly","2014-9-","salesforce",-0.730701522118445,12,1073,1.70671008760557,-0.714279770282187
"b550","monthly","2014-9-","salesforce",-0.728077448276056,13,1073,1.76026428884501,-0.711688583302505
"b551","monthly","2014-9-","salesforce",-0.725634982571491,14,1073,1.80937159619663,-0.709251252948395
"b552","monthly","2014-9-","salesforce",-0.723328946133664,15,1073,1.85417200226069,-0.706852592539647
"b553","monthly","2014-9-","salesforce",-0.721064903338241,16,1073,1.89549093650751,-0.704524793492918
"b554","monthly","2014-9-","salesforce",-0.718900819326719,17,1073,1.93390774303885,-0.702303368667831
"b555","monthly","2014-9-","salesforce",-0.716785096343071,18,1073,1.96942039149188,-0.700101916672114
"b556","monthly","2014-9-","salesforce",-0.714737073808673,19,1073,2.00170358055599,-0.697798248395247
"b557","monthly","2014-9-","salesforce",-0.712746417444761,20,1073,2.03138369547401,-0.695451999547998
"b558","monthly","2014-9-","salesforce",-0.710806252354141,21,1073,2.05846227350138,-0.6930253948218
"b559","monthly","2014-9-","salesforce",-0.708951632063513,22,1073,2.08311581321732,-0.690534124549552
"b560","monthly","2014-9-","salesforce",-0.707107346425429,23,1073,2.1057948136852,-0.688008766937853
"b561","monthly","2014-9-","salesforce",-0.705315593318791,24,1073,2.12656741592297,-0.6854372459848
"b562","monthly","2014-9-","salesforce",-0.703529710024564,25,1073,2.14612285709234,-0.682909806976489
"b563","monthly","2014-9-","salesforce",-0.70174720001197,26,1073,2.16436011856826,-0.680386087340761
"b564","monthly","2014-9-","salesforce",-0.69996086886873,27,1073,2.18147764884054,-0.677880278726605
"b565","monthly","2014-9-","salesforce",-0.698190910335159,28,1073,2.19705989635642,-0.67531274452731
"b566","monthly","2014-9-","salesforce",-0.696448698439909,29,1073,2.21160983527644,-0.67275737904792
"b567","monthly","2014-9-","salesforce",-0.694745929002792,30,1073,2.22457381833216,-0.670111675671005
"b568","monthly","2014-9-","salesforce",-0.693038514225935,31,1073,2.23648575952461,-0.667445320164741
"b569","monthly","2014-9-","salesforce",-0.69133699828454,32,1073,2.24824172264658,-0.664917655453791
"b570","monthly","2014-9-","salesforce",-0.689640823524938,33,1073,2.25929087162944,-0.662411901708133
"b571","monthly","2014-9-","salesforce",-0.687963606374694,34,1073,2.27002101968481,-0.659994619862499
"b572","monthly","2014-9-","salesforce",-0.686325455075656,35,1073,2.28047064166871,-0.657669397142445
"b573","monthly","2014-9-","salesforce",-0.6846980289619,36,1073,2.29063199808039,-0.655421294698469
"b574","monthly","2014-9-","salesforce",-0.683117194830546,37,1073,2.30073197759081,-0.653295358268921
"b575","monthly","2014-9-","salesforce",-0.681556925041614,38,1073,2.31042109550835,-0.651212886346518
"b576","monthly","2014-9-","salesforce",-0.680030901516137,39,1073,2.32042720071187,-0.649303908672169
"b577","monthly","2014-9-","salesforce",-0.678499094319519,40,1073,2.33039830916246,-0.647485019789826
"b578","monthly","2014-9-","salesforce",-0.676983516027845,41,1073,2.34006068702026,-0.645708326018332
"b579","monthly","2014-9-","salesforce",-0.675480820231144,42,1073,2.34955414257673,-0.643993685890296
"b580","monthly","2014-9-","salesforce",-0.673989212197199,43,1073,2.35939966519581,-0.642430464203715
"b581","monthly","2014-9-","salesforce",-0.672542233066741,44,1073,2.36960143349524,-0.641026068222423
"b582","monthly","2014-9-","salesforce",-0.671133415659606,45,1073,2.37956644409056,-0.639667393047837
"b583","monthly","2014-9-","salesforce",-0.66975266035459,46,1073,2.3894174259813,-0.638367835807735
"b584","monthly","2014-9-","salesforce",-0.668395120579909,47,1073,2.39890470027679,-0.637078444338273
"b585","monthly","2014-9-","salesforce",-0.667041459076846,48,1073,2.40818123428211,-0.635818270716852
"b586","monthly","2014-9-","salesforce",-0.665705261388008,49,1073,2.4169308794129,-0.634530601256168
"b587","monthly","2014-9-","salesforce",-0.664373214712642,50,1073,2.42521414049135,-0.633223143786564
"b588","monthly","2015-10","salesforce",-0.741242252424327,2,1543,0.412793566968423,-0.749351569588311
"b589","monthly","2015-10","salesforce",-0.732562251654715,3,1543,0.751956051745013,-0.745697356053321
"b590","monthly","2015-10","salesforce",-0.727105096945697,4,1543,0.978951617113709,-0.74130553486816
"b591","monthly","2015-10","salesforce",-0.722620514136134,5,1543,1.14925425203065,-0.737257646510868
"b592","monthly","2015-10","salesforce",-0.718908676461143,6,1543,1.28223656845534,-0.733102295610303
"b593","monthly","2015-10","salesforce",-0.715773371413581,7,1543,1.39146598632047,-0.729222607524065
"b594","monthly","2015-10","salesforce",-0.712862013782805,8,1543,1.48562068646711,-0.72588522760962
"b595","monthly","2015-10","salesforce",-0.71030262771389,9,1543,1.56683404650664,-0.722719781504387
"b596","monthly","2015-10","salesforce",-0.707904722623187,10,1543,1.63715240161647,-0.719512470550651
"b597","monthly","2015-10","salesforce",-0.705648490560744,11,1543,1.69870151621829,-0.716282672660435
"b598","monthly","2015-10","salesforce",-0.703449804211269,12,1543,1.75404907668047,-0.713218136831274
"b599","monthly","2015-10","salesforce",-0.701459371898722,13,1543,1.80350498988165,-0.710204804212192
"b600","monthly","2015-10","salesforce",-0.699554272349837,14,1543,1.84855294043186,-0.707317998677016
"b601","monthly","2015-10","salesforce",-0.697798540313114,15,1543,1.889725401889,-0.704556721662315
"b602","monthly","2015-10","salesforce",-0.69608489333853,16,1543,1.92837467780168,-0.702041251280263
"b603","monthly","2015-10","salesforce",-0.694467983509629,17,1543,1.96427895205437,-0.699649970435867
"b604","monthly","2015-10","salesforce",-0.692914027342077,18,1543,1.99789165428524,-0.697379444770906
"b605","monthly","2015-10","salesforce",-0.691401396827937,19,1543,2.02905969805121,-0.695137583309511
"b606","monthly","2015-10","salesforce",-0.689951716006978,20,1543,2.05860270745591,-0.693041075056459
"b607","monthly","2015-10","salesforce",-0.688573959578267,21,1543,2.08562432978692,-0.690889054842411
"b608","monthly","2015-10","salesforce",-0.6872097359091,22,1543,2.11047474648605,-0.688686994894777
"b609","monthly","2015-10","salesforce",-0.685846170060493,23,1543,2.13326503357782,-0.68642491519834
"b610","monthly","2015-10","salesforce",-0.68448074760422,24,1543,2.15477144991556,-0.684206606330474
"b611","monthly","2015-10","salesforce",-0.683136892728404,25,1543,2.17467707361398,-0.681964162681477
"b612","monthly","2015-10","salesforce",-0.68179500753025,26,1543,2.19338263437096,-0.679738925846105
"b613","monthly","2015-10","salesforce",-0.680481798409474,27,1543,2.21072969304998,-0.677497955079612
"b614","monthly","2015-10","salesforce",-0.679157169691329,28,1543,2.22670048227673,-0.675207871169543
"b615","monthly","2015-10","salesforce",-0.677841616532668,29,1543,2.24194328580439,-0.672982291990238
"b616","monthly","2015-10","salesforce",-0.676521975647052,30,1543,2.25630185655937,-0.670773251346131
"b617","monthly","2015-10","salesforce",-0.675208683384622,31,1543,2.27019500579179,-0.668643447474612
"b618","monthly","2015-10","salesforce",-0.673914803058617,32,1543,2.28386370934972,-0.666634571011306
"b619","monthly","2015-10","salesforce",-0.672615191260905,33,1543,2.29718082089033,-0.664703861323372
"b620","monthly","2015-10","salesforce",-0.671334842909114,34,1543,2.30988643508563,-0.662806589587367
"b621","monthly","2015-10","salesforce",-0.670071341539569,35,1543,2.32245669886328,-0.661012410077773
"b622","monthly","2015-10","salesforce",-0.668823271220617,36,1543,2.33496322735608,-0.659330913468615
"b623","monthly","2015-10","salesforce",-0.667583371267278,37,1543,2.34704202440849,-0.657688506860033
"b624","monthly","2015-10","salesforce",-0.666365332809183,38,1543,2.35875862322548,-0.656093755210967
"b625","monthly","2015-10","salesforce",-0.665154709646258,39,1543,2.37013875422964,-0.65454169194933
"b626","monthly","2015-10","salesforce",-0.663967310642457,40,1543,2.38126036514607,-0.653049439935384
"b627","monthly","2015-10","salesforce",-0.662802731888085,41,1543,2.39229926102347,-0.651636089785661
"b628","monthly","2015-10","salesforce",-0.661666210556996,42,1543,2.4030665582843,-0.650267888473326
"b629","monthly","2015-10","salesforce",-0.660544723523144,43,1543,2.41351680792849,-0.648929205054197
"b630","monthly","2015-10","salesforce",-0.659418929980601,44,1543,2.42368286617535,-0.647617801160046
"b631","monthly","2015-10","salesforce",-0.658293400232972,45,1543,2.43367378366406,-0.64634899900689
"b632","monthly","2015-10","salesforce",-0.657168063924202,46,1543,2.44323085347874,-0.645074627015632
"b633","monthly","2015-10","salesforce",-0.656049281315513,47,1543,2.4524582887508,-0.643810298967657
"b634","monthly","2015-10","salesforce",-0.654949639984899,48,1543,2.46117525115646,-0.642528262901112
"b635","monthly","2015-10","salesforce",-0.653856134766464,49,1543,2.46962272791739,-0.641261946512226
"b636","monthly","2015-10","salesforce",-0.652765000789355,50,1543,2.47776458663601,-0.64000119823678
"b637","monthly","2015-11","salesforce",-0.767039589132803,2,1404,0.283836876913784,-0.736031653828523
"b638","monthly","2015-11","salesforce",-0.757389370330953,3,1404,0.615896979864455,-0.730566860780474
"b639","monthly","2015-11","salesforce",-0.749998834940432,4,1404,0.846309257673657,-0.726222740817328
"b640","monthly","2015-11","salesforce",-0.744532306877979,5,1404,1.01964120120106,-0.722369343238409
"b641","monthly","2015-11","salesforce",-0.740090525837306,6,1404,1.15817608383346,-0.718878343000089
"b642","monthly","2015-11","salesforce",-0.736635349957956,7,1404,1.27170331732582,-0.715526100019811
"b643","monthly","2015-11","salesforce",-0.733507630404001,8,1404,1.36828485118026,-0.712379300160861
"b644","monthly","2015-11","salesforce",-0.730604827120401,9,1404,1.45302315637192,-0.70958397368218
"b645","monthly","2015-11","salesforce",-0.727968453971006,10,1404,1.52519588205576,-0.706539566812977
"b646","monthly","2015-11","salesforce",-0.725478226262012,11,1404,1.5890203425149,-0.703571848860568
"b647","monthly","2015-11","salesforce",-0.723102127503057,12,1404,1.64516498349314,-0.700522961897674
"b648","monthly","2015-11","salesforce",-0.72081792870117,13,1404,1.69506909923438,-0.697431266886493
"b649","monthly","2015-11","salesforce",-0.718653986571829,14,1404,1.74042731113966,-0.694472616593411
"b650","monthly","2015-11","salesforce",-0.716482678882787,15,1404,1.78227756605551,-0.691664151288009
"b651","monthly","2015-11","salesforce",-0.714383674421479,16,1404,1.8209842553181,-0.688985317910379
"b652","monthly","2015-11","salesforce",-0.712385828644299,17,1404,1.85763339604987,-0.686568341546779
"b653","monthly","2015-11","salesforce",-0.710442815518686,18,1404,1.89191928025859,-0.684275184583216
"b654","monthly","2015-11","salesforce",-0.708550641749392,19,1404,1.92478555185985,-0.682205108625738
"b655","monthly","2015-11","salesforce",-0.706682930877463,20,1404,1.95603304857337,-0.680277670575615
"b656","monthly","2015-11","salesforce",-0.704873941851344,21,1404,1.98528540577565,-0.678374242152746
"b657","monthly","2015-11","salesforce",-0.703131755041817,22,1404,2.0132491288456,-0.676602479049672
"b658","monthly","2015-11","salesforce",-0.701426727245759,23,1404,2.03978541334171,-0.674893001701608
"b659","monthly","2015-11","salesforce",-0.699783252150913,24,1404,2.06489896748306,-0.673231760419439
"b660","monthly","2015-11","salesforce",-0.698173075996383,25,1404,2.0883429478944,-0.671539434446254
"b661","monthly","2015-11","salesforce",-0.696597253537813,26,1404,2.11097523295358,-0.669944707967201
"b662","monthly","2015-11","salesforce",-0.695042032764193,27,1404,2.13272286458206,-0.668415080304023
"b663","monthly","2015-11","salesforce",-0.693509362751285,28,1404,2.15365402783853,-0.666948991967141
"b664","monthly","2015-11","salesforce",-0.692002887129051,29,1404,2.17369211918699,-0.665517260210232
"b665","monthly","2015-11","salesforce",-0.690531110886092,30,1404,2.19243588205094,-0.664036191320806
"b666","monthly","2015-11","salesforce",-0.689073081277212,31,1404,2.20993727387361,-0.662503209179921
"b667","monthly","2015-11","salesforce",-0.687628496984528,32,1404,2.2262695076909,-0.6609182906657
"b668","monthly","2015-11","salesforce",-0.686211966029532,33,1404,2.24169509393941,-0.659322791060808
"b669","monthly","2015-11","salesforce",-0.684801718626815,34,1404,2.2564952646642,-0.657751253401978
"b670","monthly","2015-11","salesforce",-0.683421976346882,35,1404,2.27044212780172,-0.656161383179601
"b671","monthly","2015-11","salesforce",-0.682041163750065,36,1404,2.28356582529084,-0.654542467936384
"b672","monthly","2015-11","salesforce",-0.680665609363102,37,1404,2.29612522910865,-0.652935288880765
"b673","monthly","2015-11","salesforce",-0.679311887977093,38,1404,2.30782461408028,-0.65128877007177
"b674","monthly","2015-11","salesforce",-0.677980074350348,39,1404,2.31892461793018,-0.649644290235551
"b675","monthly","2015-11","salesforce",-0.676652562100537,40,1404,2.32940290153444,-0.647984926529316
"b676","monthly","2015-11","salesforce",-0.675327772978641,41,1404,2.33930014967801,-0.64631396324939
"b677","monthly","2015-11","salesforce",-0.673999454679408,42,1404,2.34872170058848,-0.644644400742279
"b678","monthly","2015-11","salesforce",-0.672678385687442,43,1404,2.35746592726758,-0.64294037537047
"b679","monthly","2015-11","salesforce",-0.671362310174407,44,1404,2.36574555635237,-0.64123302574926
"b680","monthly","2015-11","salesforce",-0.670046789795313,45,1404,2.37359026271667,-0.639522654145837
"b681","monthly","2015-11","salesforce",-0.668734098285696,46,1404,2.38101814348364,-0.637812249942126
"b682","monthly","2015-11","salesforce",-0.667440286978745,47,1404,2.38812519259324,-0.636118917980633
"b683","monthly","2015-11","salesforce",-0.666161420479628,48,1404,2.39483839995191,-0.634426441287757
"b684","monthly","2015-11","salesforce",-0.664880356898632,49,1404,2.40134247294267,-0.632759125324724
"b685","monthly","2015-11","salesforce",-0.663617997269806,50,1404,2.40761348098476,-0.631116204383494
"b686","monthly","2015-12","salesforce",-0.765831136225101,2,1242,0.332906043242027,-0.743790752822166
"b687","monthly","2015-12","salesforce",-0.754882067567313,3,1242,0.670392080951297,-0.73835546105258
"b688","monthly","2015-12","salesforce",-0.74684903525375,4,1242,0.902590888336737,-0.733782905689734
"b689","monthly","2015-12","salesforce",-0.740968349263207,5,1242,1.07590880521562,-0.729458493387856
"b690","monthly","2015-12","salesforce",-0.735932027242109,6,1242,1.21648472357627,-0.725978856438507
"b691","monthly","2015-12","salesforce",-0.731267690314653,7,1242,1.3342664727799,-0.723007911724389
"b692","monthly","2015-12","salesforce",-0.727142949930621,8,1242,1.43391056188721,-0.720149212161282
"b693","monthly","2015-12","salesforce",-0.723488634738903,9,1242,1.52007294927303,-0.717482683392803
"b694","monthly","2015-12","salesforce",-0.720173933188758,10,1242,1.59323396383674,-0.714457276838057
"b695","monthly","2015-12","salesforce",-0.717062834850351,11,1242,1.65704543602504,-0.711327699091733
"b696","monthly","2015-12","salesforce",-0.714172941783563,12,1242,1.71278920915786,-0.708085238790429
"b697","monthly","2015-12","salesforce",-0.711314188570756,13,1242,1.76411307943564,-0.70512752748665
"b698","monthly","2015-12","salesforce",-0.708670519022023,14,1242,1.81012679669198,-0.702176563140143
"b699","monthly","2015-12","salesforce",-0.706158056979227,15,1242,1.85197552782624,-0.699292780550004
"b700","monthly","2015-12","salesforce",-0.703763406857733,16,1242,1.89196932879397,-0.696793549601019
"b701","monthly","2015-12","salesforce",-0.701473219214024,17,1242,1.9291850442526,-0.694422817329253
"b702","monthly","2015-12","salesforce",-0.69929569541567,18,1242,1.96425349604313,-0.692219319787573
"b703","monthly","2015-12","salesforce",-0.697176679571867,19,1242,1.99726741520968,-0.690138698064755
"b704","monthly","2015-12","salesforce",-0.695104034752609,20,1242,2.028679541168,-0.688198639139706
"b705","monthly","2015-12","salesforce",-0.693098396150828,21,1242,2.05835821617322,-0.686348420442776
"b706","monthly","2015-12","salesforce",-0.691155026511288,22,1242,2.08604180482487,-0.684492549671908
"b707","monthly","2015-12","salesforce",-0.689269212997835,23,1242,2.11269387045071,-0.682782506157838
"b708","monthly","2015-12","salesforce",-0.687464912787246,24,1242,2.13776012556391,-0.681098218969527
"b709","monthly","2015-12","salesforce",-0.685690151838145,25,1242,2.16143432505767,-0.679423232941933
"b710","monthly","2015-12","salesforce",-0.683959319330211,26,1242,2.18361309579527,-0.677727548794521
"b711","monthly","2015-12","salesforce",-0.682305080955566,27,1242,2.20428903333765,-0.676004163921372
"b712","monthly","2015-12","salesforce",-0.680697810135933,28,1242,2.22362588613209,-0.674263723753832
"b713","monthly","2015-12","salesforce",-0.679130676765598,29,1242,2.24115049115769,-0.672400486737671
"b714","monthly","2015-12","salesforce",-0.677563174239849,30,1242,2.25781949768189,-0.670550842554109
"b715","monthly","2015-12","salesforce",-0.676008999034701,31,1242,2.273779977601,-0.668738420626226
"b716","monthly","2015-12","salesforce",-0.674463914344519,32,1242,2.28872073698605,-0.666900878136707
"b717","monthly","2015-12","salesforce",-0.672954249420924,33,1242,2.30244748310625,-0.664999822273016
"b718","monthly","2015-12","salesforce",-0.671459178770894,34,1242,2.31518819751393,-0.663062168587464
"b719","monthly","2015-12","salesforce",-0.669976578192998,35,1242,2.32730659254699,-0.661141615619765
"b720","monthly","2015-12","salesforce",-0.668498325576528,36,1242,2.33889005579505,-0.659246270586195
"b721","monthly","2015-12","salesforce",-0.667026930813027,37,1242,2.34973046347044,-0.657333011845845
"b722","monthly","2015-12","salesforce",-0.665558276025452,38,1242,2.35992930686904,-0.655410510766018
"b723","monthly","2015-12","salesforce",-0.664109997598343,39,1242,2.36939316634589,-0.653463175741411
"b724","monthly","2015-12","salesforce",-0.662668275515585,40,1242,2.37841369978584,-0.651534324156996
"b725","monthly","2015-12","salesforce",-0.661220648180413,41,1242,2.38680417487052,-0.649585420994171
"b726","monthly","2015-12","salesforce",-0.659803994192089,42,1242,2.39447614289576,-0.647605499356862
"b727","monthly","2015-12","salesforce",-0.658412999465809,43,1242,2.40166667626161,-0.645629752663407
"b728","monthly","2015-12","salesforce",-0.657039044955587,44,1242,2.40872248136735,-0.643714387825769
"b729","monthly","2015-12","salesforce",-0.655670624876972,45,1242,2.41527693853752,-0.641789171504455
"b730","monthly","2015-12","salesforce",-0.654296398606532,46,1242,2.42164105118144,-0.639899780468657
"b731","monthly","2015-12","salesforce",-0.652941359220092,47,1242,2.42784166462197,-0.638055296585136
