"","time_interval","time_frame","dataset_name","b","X","N","lm_intercept","lm_slope"
"b965","monthly","2015-5-","salesforce",-0.652022505130958,36,1295,2.67130489063104,-0.724524856687438
"b966","monthly","2015-5-","salesforce",-0.650169808071433,37,1295,2.68371194091792,-0.722731964202695
"b967","monthly","2015-5-","salesforce",-0.648278021404515,38,1295,2.69418641609326,-0.720652545043934
"b968","monthly","2015-5-","salesforce",-0.646416381838487,39,1295,2.70350723743263,-0.718460398618588
"b969","monthly","2015-5-","salesforce",-0.644594200947356,40,1295,2.71264245745034,-0.716352199121135
"b970","monthly","2015-5-","salesforce",-0.642758674421362,41,1295,2.72128026576407,-0.714246090620013
"b971","monthly","2015-5-","salesforce",-0.64091892705935,42,1295,2.73064129554879,-0.712399707708897
"b972","monthly","2015-5-","salesforce",-0.6391840781573,43,1295,2.73984574407768,-0.710643260412693
"b973","monthly","2015-5-","salesforce",-0.637445071330272,44,1295,2.74897030736331,-0.708958750434135
"b974","monthly","2015-5-","salesforce",-0.635657760562039,45,1295,2.75686665339823,-0.707101034884237
"b975","monthly","2015-5-","salesforce",-0.633883025655934,46,1295,2.76401656127914,-0.705175741436432
"b976","monthly","2015-5-","salesforce",-0.632121701005584,47,1295,2.77118246167447,-0.703340799851942
"b977","monthly","2015-5-","salesforce",-0.63035264894163,48,1295,2.77736581422509,-0.701378266306412
"b978","monthly","2015-5-","salesforce",-0.628579161373584,49,1295,2.78302001125998,-0.69937802028033
"b979","monthly","2015-5-","salesforce",-0.626759012937416,50,1295,2.78825157026107,-0.697355678801765
"b980","monthly","2015-6-","salesforce",-0.740855066735643,2,1509,0.728306640118111,-0.81067419045278
"b981","monthly","2015-6-","salesforce",-0.730659057972785,3,1509,1.0322172761863,-0.799449800705287
"b982","monthly","2015-6-","salesforce",-0.722708237670292,4,1509,1.24379741430812,-0.791705915320041
"b983","monthly","2015-6-","salesforce",-0.715728180805626,5,1509,1.40514826195593,-0.785486576153554
"b984","monthly","2015-6-","salesforce",-0.710705183657776,6,1509,1.52924109461772,-0.779228290082585
"b985","monthly","2015-6-","salesforce",-0.706163327594545,7,1509,1.63390035107957,-0.774126106087596
"b986","monthly","2015-6-","salesforce",-0.702086155178288,8,1509,1.72342807113934,-0.769726853034538
"b987","monthly","2015-6-","salesforce",-0.698123928668584,9,1509,1.80327329607646,-0.766138993282858
"b988","monthly","2015-6-","salesforce",-0.69444228361296,10,1509,1.87352943259868,-0.76282001212018
"b989","monthly","2015-6-","salesforce",-0.690742452926068,11,1509,1.93759569903577,-0.75996564281951
"b990","monthly","2015-6-","salesforce",-0.687178908354524,12,1509,1.99588924491246,-0.757414708418562
"b991","monthly","2015-6-","salesforce",-0.683819444676504,13,1509,2.04978274501933,-0.755206526066466
"b992","monthly","2015-6-","salesforce",-0.680488964183464,14,1509,2.10019159796166,-0.753291007334452
"b993","monthly","2015-6-","salesforce",-0.677264044804945,15,1509,2.14813850444696,-0.751777706441737
"b994","monthly","2015-6-","salesforce",-0.674178717033086,16,1509,2.19334275324134,-0.750495348995357
"b995","monthly","2015-6-","salesforce",-0.67117751891993,17,1509,2.23530256772786,-0.749198711277231
"b996","monthly","2015-6-","salesforce",-0.668378097032643,18,1509,2.27267006446135,-0.747583053161637
"b997","monthly","2015-6-","salesforce",-0.665685689755498,19,1509,2.30753030688889,-0.745971079710651
"b998","monthly","2015-6-","salesforce",-0.663049226521284,20,1509,2.33884041016914,-0.744088048383945
"b999","monthly","2015-6-","salesforce",-0.660508398460106,21,1509,2.36911720468056,-0.742429658898727
"b1000","monthly","2015-6-","salesforce",-0.658044716197153,22,1509,2.39829995907971,-0.74095404477592
"b1001","monthly","2015-6-","salesforce",-0.655750480876341,23,1509,2.4253021916098,-0.739410222938856
"b1002","monthly","2015-6-","salesforce",-0.653512541236737,24,1509,2.45041620152011,-0.73779645648169
"b1003","monthly","2015-6-","salesforce",-0.651324343386139,25,1509,2.47450305912012,-0.736255663900378
"b1004","monthly","2015-6-","salesforce",-0.649164898795474,26,1509,2.49702243885867,-0.734651877131227
"b1005","monthly","2015-6-","salesforce",-0.647022915939952,27,1509,2.51896828209162,-0.733171147128433
"b1006","monthly","2015-6-","salesforce",-0.644929413233759,28,1509,2.53923415702921,-0.731585931896928
"b1007","monthly","2015-6-","salesforce",-0.642906929318408,29,1509,2.5589762777184,-0.730113491710837
"b1008","monthly","2015-6-","salesforce",-0.640943232662318,30,1509,2.57889544769788,-0.728888382073264
"b1009","monthly","2015-6-","salesforce",-0.639054549763723,31,1509,2.59774066120729,-0.727638987637396
"b1010","monthly","2015-6-","salesforce",-0.637204338024067,32,1509,2.61589308544479,-0.726430260991738
"b1011","monthly","2015-6-","salesforce",-0.635449159051617,33,1509,2.63206583257876,-0.724995721839233
"b1012","monthly","2015-6-","salesforce",-0.633692109160959,34,1509,2.64706757147793,-0.723464476836038
"b1013","monthly","2015-6-","salesforce",-0.631927332073806,35,1509,2.66068568430215,-0.72178298020882
"b1014","monthly","2015-6-","salesforce",-0.630174241214101,36,1509,2.67422178754338,-0.720221125416214
"b1015","monthly","2015-6-","salesforce",-0.628479774969147,37,1509,2.68744108683731,-0.718722923125132
"b1016","monthly","2015-6-","salesforce",-0.626774561502832,38,1509,2.69797103770202,-0.716790628908716
"b1017","monthly","2015-6-","salesforce",-0.625117972673501,39,1509,2.70816310785332,-0.714916159039754
"b1018","monthly","2015-6-","salesforce",-0.623442019159823,40,1509,2.71906509666026,-0.713292677608216
"b1019","monthly","2015-6-","salesforce",-0.621796742712084,41,1509,2.72904261375408,-0.711587123348092
"b1020","monthly","2015-6-","salesforce",-0.620147449936838,42,1509,2.73838828908379,-0.70984422458964
"b1021","monthly","2015-6-","salesforce",-0.618524138530206,43,1509,2.74729288102068,-0.708109441231727
"b1022","monthly","2015-6-","salesforce",-0.616990807429586,44,1509,2.75702836337706,-0.706655589472617
"b1023","monthly","2015-6-","salesforce",-0.615547598153033,45,1509,2.76654239054088,-0.705263613763464
"b1024","monthly","2015-6-","salesforce",-0.614027111451928,46,1509,2.77618375234677,-0.703963485945727
"b1025","monthly","2015-6-","salesforce",-0.612527202788169,47,1509,2.78438893532914,-0.702445975994521
"b1026","monthly","2015-6-","salesforce",-0.611051562491015,48,1509,2.79233505270318,-0.700953943035987
"b1027","monthly","2015-6-","salesforce",-0.609533701043116,49,1509,2.8001788432676,-0.699502503646193
"b1028","monthly","2015-6-","salesforce",-0.608026903890191,50,1509,2.80713986721905,-0.697939120957378
"b1029","monthly","2015-7-","salesforce",-0.752214143296412,2,1550,0.698739908297101,-0.8097346090399
"b1030","monthly","2015-7-","salesforce",-0.733412233336114,3,1550,1.05487451988684,-0.808495073558109
"b1031","monthly","2015-7-","salesforce",-0.721581453774383,4,1550,1.29939906526979,-0.807056381560048
"b1032","monthly","2015-7-","salesforce",-0.713846222256756,5,1550,1.47535365636902,-0.803822926215499
"b1033","monthly","2015-7-","salesforce",-0.708006192368655,6,1550,1.61229910611359,-0.80001508961487
"b1034","monthly","2015-7-","salesforce",-0.702671283675042,7,1550,1.7308752173746,-0.797707250308139
"b1035","monthly","2015-7-","salesforce",-0.697873112436956,8,1550,1.83095374354215,-0.795197218717163
"b1036","monthly","2015-7-","salesforce",-0.693740844345584,9,1550,1.91435509639519,-0.792094724903698
"b1037","monthly","2015-7-","salesforce",-0.6899190217607,10,1550,1.9856704981762,-0.78871805048569
"b1038","monthly","2015-7-","salesforce",-0.686477966943448,11,1550,2.04947000089511,-0.785636898064818
"b1039","monthly","2015-7-","salesforce",-0.683277828633104,12,1550,2.10574890383419,-0.782483463056349
"b1040","monthly","2015-7-","salesforce",-0.680102442422481,13,1550,2.15624894852334,-0.779324903705779
"b1041","monthly","2015-7-","salesforce",-0.67709715473076,14,1550,2.20193254954056,-0.776249144649394
"b1042","monthly","2015-7-","salesforce",-0.674046616523478,15,1550,2.24639870186892,-0.773839068148998
"b1043","monthly","2015-7-","salesforce",-0.671056051305786,16,1550,2.28784564616352,-0.771600864881083
"b1044","monthly","2015-7-","salesforce",-0.668167585700362,17,1550,2.32480424661327,-0.769100628687529
"b1045","monthly","2015-7-","salesforce",-0.665308660882908,18,1550,2.359609365791,-0.766754786643237
"b1046","monthly","2015-7-","salesforce",-0.66264355896867,19,1550,2.39149206576476,-0.764382387753182
"b1047","monthly","2015-7-","salesforce",-0.660073681218038,20,1550,2.42011256785374,-0.761808221902708
"b1048","monthly","2015-7-","salesforce",-0.657606436648173,21,1550,2.44719013514069,-0.759371627004084
"b1049","monthly","2015-7-","salesforce",-0.655147310868172,22,1550,2.47173450578167,-0.756789320973717
"b1050","monthly","2015-7-","salesforce",-0.652768970247289,23,1550,2.49766241818369,-0.754901533360085
"b1051","monthly","2015-7-","salesforce",-0.650527532552733,24,1550,2.52042957736795,-0.752688983931537
"b1052","monthly","2015-7-","salesforce",-0.648360222885377,25,1550,2.5413244245402,-0.750402984152957
"b1053","monthly","2015-7-","salesforce",-0.64628803679472,26,1550,2.56066099239235,-0.748080582754263
"b1054","monthly","2015-7-","salesforce",-0.644293472097168,27,1550,2.57969206882411,-0.745959116261894
"b1055","monthly","2015-7-","salesforce",-0.64222556766197,28,1550,2.59843705654802,-0.743990678673735
"b1056","monthly","2015-7-","salesforce",-0.640191803407072,29,1550,2.61610755512177,-0.742022165697495
"b1057","monthly","2015-7-","salesforce",-0.638233713284759,30,1550,2.63380503407428,-0.740284871513111
"b1058","monthly","2015-7-","salesforce",-0.636342077963728,31,1550,2.65068616361327,-0.73857563528043
"b1059","monthly","2015-7-","salesforce",-0.634488823570362,32,1550,2.66619387869658,-0.736763818706707
"b1060","monthly","2015-7-","salesforce",-0.632604530802504,33,1550,2.68006958353001,-0.734763866484979
"b1061","monthly","2015-7-","salesforce",-0.630796807204999,34,1550,2.69281596933332,-0.732702165920854
"b1062","monthly","2015-7-","salesforce",-0.628992173466341,35,1550,2.70546884413671,-0.730769495043347
"b1063","monthly","2015-7-","salesforce",-0.627237119967442,36,1550,2.71710671024328,-0.728774143826142
"b1064","monthly","2015-7-","salesforce",-0.62555863172408,37,1550,2.7276772680256,-0.726703561751835
"b1065","monthly","2015-7-","salesforce",-0.623891134737849,38,1550,2.73804311762914,-0.724721972322086
"b1066","monthly","2015-7-","salesforce",-0.622246124934942,39,1550,2.74695992798563,-0.722556236643003
"b1067","monthly","2015-7-","salesforce",-0.620576342314964,40,1550,2.75569110747244,-0.720457693236699
"b1068","monthly","2015-7-","salesforce",-0.618897432561711,41,1550,2.76361177785004,-0.718296989818349
"b1069","monthly","2015-7-","salesforce",-0.617214947454276,42,1550,2.77027720580078,-0.71597483365897
"b1070","monthly","2015-7-","salesforce",-0.61550626585816,43,1550,2.77671740149693,-0.713700741048799
"b1071","monthly","2015-7-","salesforce",-0.613826514229258,44,1550,2.78267907151669,-0.711425676317174
"b1072","monthly","2015-7-","salesforce",-0.612151105335668,45,1550,2.78895032987797,-0.709306232767887
"b1073","monthly","2015-7-","salesforce",-0.610512189049332,46,1550,2.79470040850365,-0.707170145477485
"b1074","monthly","2015-7-","salesforce",-0.608907948943454,47,1550,2.79988084394195,-0.705007993815058
"b1075","monthly","2015-7-","salesforce",-0.607334390228803,48,1550,2.80602201338765,-0.703126582064243
"b1076","monthly","2015-7-","salesforce",-0.605727536529116,49,1550,2.81247365832618,-0.701375225029113
"b1077","monthly","2015-7-","salesforce",-0.604116251316558,50,1550,2.81892391937534,-0.699692036988096
"b1078","monthly","2015-8-","salesforce",-0.76006762787669,2,1411,0.706490732923604,-0.815993133092159
"b1079","monthly","2015-8-","salesforce",-0.743350765641695,3,1411,1.03575849060657,-0.808059523846345
"b1080","monthly","2015-8-","salesforce",-0.730833555751011,4,1411,1.26770075311096,-0.803176245129583
"b1081","monthly","2015-8-","salesforce",-0.721924828141983,5,1411,1.44507751061694,-0.799670035467258
"b1082","monthly","2015-8-","salesforce",-0.71495065904672,6,1411,1.58515306620391,-0.796198207111009
"b1083","monthly","2015-8-","salesforce",-0.709225028701812,7,1411,1.6987037341254,-0.792474048901567
"b1084","monthly","2015-8-","salesforce",-0.704149165362922,8,1411,1.79599215713144,-0.789210363343748
"b1085","monthly","2015-8-","salesforce",-0.700036869224892,9,1411,1.8722388294338,-0.784428891944202
"b1086","monthly","2015-8-","salesforce",-0.696209657712569,10,1411,1.94389441593685,-0.781110647505317
"b1087","monthly","2015-8-","salesforce",-0.692498007637713,11,1411,2.00637218162577,-0.777692300618247
"b1088","monthly","2015-8-","salesforce",-0.68902117807731,12,1411,2.06332264807928,-0.774635231810433
"b1089","monthly","2015-8-","salesforce",-0.685658057534457,13,1411,2.11528082892971,-0.771782683762196
"b1090","monthly","2015-8-","salesforce",-0.682595849651589,14,1411,2.16205147665725,-0.768979952487329
"b1091","monthly","2015-8-","salesforce",-0.679674287759541,15,1411,2.20363379302169,-0.766024875951241
"b1092","monthly","2015-8-","salesforce",-0.676834168022605,16,1411,2.24275158257611,-0.7633441988228
"b1093","monthly","2015-8-","salesforce",-0.674089502985647,17,1411,2.28060166769045,-0.761107379958839
"b1094","monthly","2015-8-","salesforce",-0.671483400068524,18,1411,2.31577483467583,-0.758923760420414
"b1095","monthly","2015-8-","salesforce",-0.668945590836904,19,1411,2.34870471560572,-0.756811595765388
"b1096","monthly","2015-8-","salesforce",-0.666459925150116,20,1411,2.3799130020497,-0.754821108145179
"b1097","monthly","2015-8-","salesforce",-0.664116220864539,21,1411,2.40906643911492,-0.752887857117777
"b1098","monthly","2015-8-","salesforce",-0.661771647882877,22,1411,2.43692123729444,-0.751051352257804
"b1099","monthly","2015-8-","salesforce",-0.659425820580339,23,1411,2.46297260723904,-0.749177919045319
"b1100","monthly","2015-8-","salesforce",-0.657059073898365,24,1411,2.48849217984658,-0.747517698784097
"b1101","monthly","2015-8-","salesforce",-0.654790407958435,25,1411,2.51276130828342,-0.745903995859017
"b1102","monthly","2015-8-","salesforce",-0.652576597094847,26,1411,2.53581763800478,-0.744320242424528
"b1103","monthly","2015-8-","salesforce",-0.650471223563436,27,1411,2.55704006290632,-0.742626176153527
"b1104","monthly","2015-8-","salesforce",-0.648508816936549,28,1411,2.57674513414288,-0.740875732837271
"b1105","monthly","2015-8-","salesforce",-0.646604033459537,29,1411,2.5952483862829,-0.739111459122669
"b1106","monthly","2015-8-","salesforce",-0.644802476746854,30,1411,2.61108504863279,-0.737002188610057
"b1107","monthly","2015-8-","salesforce",-0.642993008644397,31,1411,2.62617647555615,-0.734926689463985
"b1108","monthly","2015-8-","salesforce",-0.641163928633058,32,1411,2.63967696763281,-0.732688966580361
"b1109","monthly","2015-8-","salesforce",-0.639410203784237,33,1411,2.65306822429698,-0.730610079706908
"b1110","monthly","2015-8-","salesforce",-0.637627452274783,34,1411,2.66675701852915,-0.728746937968736
"b1111","monthly","2015-8-","salesforce",-0.635927021201324,35,1411,2.68004855585014,-0.726968285646989
"b1112","monthly","2015-8-","salesforce",-0.634207634934543,36,1411,2.69308026684612,-0.725269888204772
"b1113","monthly","2015-8-","salesforce",-0.632548521911815,37,1411,2.7062635495218,-0.723744034791213
"b1114","monthly","2015-8-","salesforce",-0.630898033687519,38,1411,2.71798459258314,-0.722033535213503
"b1115","monthly","2015-8-","salesforce",-0.629200004832566,39,1411,2.72864602520703,-0.720209082107119
"b1116","monthly","2015-8-","salesforce",-0.627585757169238,40,1411,2.73935134559237,-0.71852427495183
"b1117","monthly","2015-8-","salesforce",-0.625950800628843,41,1411,2.74904374948182,-0.71672505579555
"b1118","monthly","2015-8-","salesforce",-0.624351715674408,42,1411,2.75779395169139,-0.714836752175022
"b1119","monthly","2015-8-","salesforce",-0.622763059538382,43,1411,2.7666348163423,-0.713063741924662
"b1120","monthly","2015-8-","salesforce",-0.62119196834003,44,1411,2.77446904499815,-0.711175448100776
"b1121","monthly","2015-8-","salesforce",-0.619591236929009,45,1411,2.78106032593867,-0.709111104896954
"b1122","monthly","2015-8-","salesforce",-0.618004011255886,46,1411,2.78731161389418,-0.707065240962848
"b1123","monthly","2015-8-","salesforce",-0.616464368987838,47,1411,2.79367929697784,-0.705128521624842
"b1124","monthly","2015-8-","salesforce",-0.614912810291529,48,1411,2.79849084239789,-0.70294871675255
"b1125","monthly","2015-8-","salesforce",-0.613346688725798,49,1411,2.8033024395056,-0.70084111832282
"b1126","monthly","2015-8-","salesforce",-0.611821400155793,50,1411,2.80789511994334,-0.698768562389392
"b1127","monthly","2015-9-","salesforce",-0.719296308841155,2,1356,0.903080537214407,-0.847568496519269
"b1128","monthly","2015-9-","salesforce",-0.706464640300801,3,1356,1.22626763496412,-0.839118072093042
"b1129","monthly","2015-9-","salesforce",-0.69838393332719,4,1356,1.43539687226692,-0.829756936106034
"b1130","monthly","2015-9-","salesforce",-0.691157046675582,5,1356,1.59681060894525,-0.822891660789565
"b1131","monthly","2015-9-","salesforce",-0.685006728320652,6,1356,1.72594615603415,-0.817153012163371
"b1132","monthly","2015-9-","salesforce",-0.679442681190393,7,1356,1.83031329136246,-0.811464766785982
"b1133","monthly","2015-9-","salesforce",-0.67458638405232,8,1356,1.91798642927796,-0.806235218051933
"b1134","monthly","2015-9-","salesforce",-0.670091218547019,9,1356,1.99514923811964,-0.801800329351008
"b1135","monthly","2015-9-","salesforce",-0.66578634247183,10,1356,2.06706112719067,-0.798573023507317
"b1136","monthly","2015-9-","salesforce",-0.661905559884503,11,1356,2.12909166883796,-0.795091509806437
"b1137","monthly","2015-9-","salesforce",-0.658406672936878,12,1356,2.18467536407915,-0.791845448324768
"b1138","monthly","2015-9-","salesforce",-0.655285899890192,13,1356,2.23364546440824,-0.788480681377022
"b1139","monthly","2015-9-","salesforce",-0.652324489997086,14,1356,2.27854765557298,-0.785323303316638
"b1140","monthly","2015-9-","salesforce",-0.649699937408803,15,1356,2.3178750698344,-0.781978029826493
"b1141","monthly","2015-9-","salesforce",-0.64714015275623,16,1356,2.35367510983889,-0.778679716861618
"b1142","monthly","2015-9-","salesforce",-0.644756223887643,17,1356,2.38689755796963,-0.775554641470803
"b1143","monthly","2015-9-","salesforce",-0.642684110050903,18,1356,2.41451386905278,-0.771897493360457
"b1144","monthly","2015-9-","salesforce",-0.640637084223786,19,1356,2.43925248162395,-0.768177652680422
"b1145","monthly","2015-9-","salesforce",-0.638672455935043,20,1356,2.46277289978419,-0.764713903649437
"b1146","monthly","2015-9-","salesforce",-0.636788967376426,21,1356,2.48549239995175,-0.761539639699581
"b1147","monthly","2015-9-","salesforce",-0.634901044814863,22,1356,2.50512875148729,-0.758099151609644
"b1148","monthly","2015-9-","salesforce",-0.633046811004606,23,1356,2.52354827036456,-0.754773579481703
"b1149","monthly","2015-9-","salesforce",-0.631289594816751,24,1356,2.5400108101992,-0.751383717003845
"b1150","monthly","2015-9-","salesforce",-0.629580675151808,25,1356,2.55573590721893,-0.748153772075717
"b1151","monthly","2015-9-","salesforce",-0.627793237866638,26,1356,2.5697029427936,-0.744809471229492
"b1152","monthly","2015-9-","salesforce",-0.625942771883909,27,1356,2.58255795173826,-0.741471762364647
"b1153","monthly","2015-9-","salesforce",-0.624125702713108,28,1356,2.59500615808205,-0.738288155467958
"b1154","monthly","2015-9-","salesforce",-0.622356044943133,29,1356,2.60673905482651,-0.735191028965816
"b1155","monthly","2015-9-","salesforce",-0.620635905941078,30,1356,2.617035304747,-0.732005078586221
"b1156","monthly","2015-9-","salesforce",-0.618892033796336,31,1356,2.62796056212156,-0.729139274509664
"b1157","monthly","2015-9-","salesforce",-0.617181681521528,32,1356,2.63779873640919,-0.726233975484055
"b1158","monthly","2015-9-","salesforce",-0.61539679073799,33,1356,2.64665662098931,-0.723276955036902
"b1159","monthly","2015-9-","salesforce",-0.613617745986029,34,1356,2.65518764109735,-0.720410957260079
"b1160","monthly","2015-9-","salesforce",-0.611809927760393,35,1356,2.66289126701785,-0.717512916528689
"b1161","monthly","2015-9-","salesforce",-0.610049659719325,36,1356,2.67047081540704,-0.714743496395043
"b1162","monthly","2015-9-","salesforce",-0.608416714730785,37,1356,2.67889800481583,-0.712320962290063
"b1163","monthly","2015-9-","salesforce",-0.606809231001398,38,1356,2.68722535361144,-0.710005640394397
"b1164","monthly","2015-9-","salesforce",-0.605140877649154,39,1356,2.69503006472747,-0.707685564960362
"b1165","monthly","2015-9-","salesforce",-0.603464654004918,40,1356,2.70128474101547,-0.70515032789931
"b1166","monthly","2015-9-","salesforce",-0.60180319850692,41,1356,2.70761652523288,-0.70273912449053
"b1167","monthly","2015-9-","salesforce",-0.600072766922599,42,1356,2.71376907565876,-0.700378306926097
"b1168","monthly","2015-9-","salesforce",-0.598403787296927,43,1356,2.72025594444201,-0.698196529951994
"b1169","monthly","2015-9-","salesforce",-0.596717869283186,44,1356,2.72569081701689,-0.695886599539348
"b1170","monthly","2015-9-","salesforce",-0.59506213999098,45,1356,2.73052587042654,-0.693542443970029
"b1171","monthly","2015-9-","salesforce",-0.593400491297706,46,1356,2.73459719442183,-0.691126358611801
"b1172","monthly","2015-9-","salesforce",-0.591740528548653,47,1356,2.73844253143553,-0.68874673066789
"b1173","monthly","2015-9-","salesforce",-0.590104790438173,48,1356,2.74277499913846,-0.686548594853524
"b1174","monthly","2015-9-","salesforce",-0.588448491187687,49,1356,2.74625928017211,-0.684243677368907
"b1175","monthly","2015-9-","salesforce",-0.586820553124181,50,1356,2.74929708721557,-0.681924134489077
"b1176","monthly","2012-10","dba",-0.754338973752033,2,640,0.798757119841755,-0.839951717630621
"b1177","monthly","2012-10","dba",-0.741293829381936,3,640,1.12050420834978,-0.830498049365599
"b1178","monthly","2012-10","dba",-0.729781382121385,4,640,1.34941264623647,-0.82450897918932
"b1179","monthly","2012-10","dba",-0.72078012898588,5,640,1.52402395913198,-0.82011404034641
"b1180","monthly","2012-10","dba",-0.712629900191612,6,640,1.67114424273431,-0.817845765115248
"b1181","monthly","2012-10","dba",-0.705452058663749,7,640,1.79663267123714,-0.816350304197436
"b1182","monthly","2012-10","dba",-0.699531733366794,8,640,1.90593173928721,-0.815506896818606
"b1183","monthly","2012-10","dba",-0.69482787659764,9,640,1.99465227574391,-0.813286124256983
"b1184","monthly","2012-10","dba",-0.690360361897176,10,640,2.07348456167411,-0.811209451649668
"b1185","monthly","2012-10","dba",-0.686201454864733,11,640,2.1398715687389,-0.808277944835249
"b1186","monthly","2012-10","dba",-0.682411130355164,12,640,2.19966081949294,-0.80553118120437
"b1187","monthly","2012-10","dba",-0.679092610220532,13,640,2.25501029820931,-0.803254622235711
"b1188","monthly","2012-10","dba",-0.675968934483949,14,640,2.30375329727914,-0.800650314093236
"b1189","monthly","2012-10","dba",-0.672946632053587,15,640,2.34791840107951,-0.797995856363894
"b1190","monthly","2012-10","dba",-0.670208985830888,16,640,2.38768817958206,-0.795274686099595
"b1191","monthly","2012-10","dba",-0.667438172966283,17,640,2.42549369751538,-0.79281828987158
"b1192","monthly","2012-10","dba",-0.664811401102729,18,640,2.45893202356262,-0.790053390114413
"b1193","monthly","2012-10","dba",-0.662399411865541,19,640,2.49049658894749,-0.787498827670241
"b1194","monthly","2012-10","dba",-0.660085052916724,20,640,2.52011792174264,-0.785040559574088
"b1195","monthly","2012-10","dba",-0.657883552803759,21,640,2.5501121831445,-0.783179253545532
"b1196","monthly","2012-10","dba",-0.655943426663554,22,640,2.57500025860332,-0.780679817501388
"b1197","monthly","2012-10","dba",-0.653999461845048,23,640,2.59982048023851,-0.778521989330447
"b1198","monthly","2012-10","dba",-0.652088666720731,24,640,2.62261565902618,-0.776269016007161
"b1199","monthly","2012-10","dba",-0.650436862583455,25,640,2.64216804794118,-0.773692860500659
"b1200","monthly","2012-10","dba",-0.648703782714228,26,640,2.66035257298487,-0.771077793659057
"b1201","monthly","2012-10","dba",-0.646997665329128,27,640,2.67739764280805,-0.768486665540822
"b1202","monthly","2012-10","dba",-0.645294691530647,28,640,2.69314127482424,-0.765856203370161
"b1203","monthly","2012-10","dba",-0.643573546128623,29,640,2.70811751918279,-0.763282730035933
"b1204","monthly","2012-10","dba",-0.641814691576648,30,640,2.7214312194922,-0.760550518238512
"b1205","monthly","2012-10","dba",-0.640103540973674,31,640,2.73532972592695,-0.758157803781587
"b1206","monthly","2012-10","dba",-0.638442135987124,32,640,2.74777603720715,-0.75566138071314
"b1207","monthly","2012-10","dba",-0.636764981099577,33,640,2.75794724517535,-0.752845788736283
"b1208","monthly","2012-10","dba",-0.635136826694659,34,640,2.76837675687477,-0.75026122672924
"b1209","monthly","2012-10","dba",-0.633544807718381,35,640,2.77852412613936,-0.747770840254798
"b1210","monthly","2012-10","dba",-0.632023285694872,36,640,2.78842079477307,-0.745384947552082
"b1211","monthly","2012-10","dba",-0.630491436391086,37,640,2.79798621248915,-0.743062955073722
"b1212","monthly","2012-10","dba",-0.629090316926141,38,640,2.80699834055601,-0.740782831343671
"b1213","monthly","2012-10","dba",-0.627687738677132,39,640,2.81549521407609,-0.738507099208989
"b1214","monthly","2012-10","dba",-0.626283195126699,40,640,2.82335774863179,-0.736216573948894
"b1215","monthly","2012-10","dba",-0.624815605094385,41,640,2.83001648993033,-0.733768650920852
"b1216","monthly","2012-10","dba",-0.623274187073846,42,640,2.83573040178355,-0.731210682123015
"b1217","monthly","2012-10","dba",-0.621803071234484,43,640,2.84103053626631,-0.728682727797933
"b1218","monthly","2012-10","dba",-0.620431305305817,44,640,2.84710320876042,-0.726436238538904
"b1219","monthly","2012-10","dba",-0.618979446903588,45,640,2.85198474929871,-0.724015093960821
"b1220","monthly","2012-10","dba",-0.617548272752627,46,640,2.85731075324299,-0.72177386555561
"b1221","monthly","2012-10","dba",-0.616175712128955,47,640,2.86296841629265,-0.719699142076055
"b1222","monthly","2012-10","dba",-0.614840130966484,48,640,2.86720653067277,-0.71741343129428
"b1223","monthly","2012-10","dba",-0.613423514003623,49,640,2.87094505067674,-0.715085937439354
"b1224","monthly","2012-10","dba",-0.612045905756248,50,640,2.87501065398605,-0.7129040365993
"b1225","monthly","2012-11","dba",-0.757116252726535,2,610,0.824508652925933,-0.852617128698163
"b1226","monthly","2012-11","dba",-0.744411888215726,3,610,1.1680325324549,-0.848807977488361
"b1227","monthly","2012-11","dba",-0.736358341817391,4,610,1.3983023012709,-0.843634930521422
"b1228","monthly","2012-11","dba",-0.730211874394832,5,610,1.5694957739523,-0.838573629178128
"b1229","monthly","2012-11","dba",-0.72487331634359,6,610,1.71020851282624,-0.835014752885036
"b1230","monthly","2012-11","dba",-0.720589359898937,7,610,1.81910319388666,-0.829895381157172
"b1231","monthly","2012-11","dba",-0.716525112548746,8,610,1.90916187966826,-0.824576358587594
"b1232","monthly","2012-11","dba",-0.712593718452522,9,610,1.98914623610318,-0.820195085694737
"b1233","monthly","2012-11","dba",-0.708872362197653,10,610,2.06358925622602,-0.817070474709993
"b1234","monthly","2012-11","dba",-0.705393880946717,11,610,2.1278236152875,-0.813568777586091
"b1235","monthly","2012-11","dba",-0.702283999256397,12,610,2.1840988901905,-0.809997710925331
"b1236","monthly","2012-11","dba",-0.699255327832356,13,610,2.23530190508843,-0.806652186131794
"b1237","monthly","2012-11","dba",-0.696418557767883,14,610,2.28328701703671,-0.803768510072905
"b1238","monthly","2012-11","dba",-0.693507049607822,15,610,2.32956170106645,-0.801388087938792
"b1239","monthly","2012-11","dba",-0.690651265274019,16,610,2.37342688579846,-0.799343416659755
"b1240","monthly","2012-11","dba",-0.688027633815576,17,610,2.41297927883502,-0.797125841139836
"b1241","monthly","2012-11","dba",-0.685471172092596,18,610,2.44829669897302,-0.794644595257393
"b1242","monthly","2012-11","dba",-0.682997860101472,19,610,2.48333947407373,-0.792706814607704
"b1243","monthly","2012-11","dba",-0.680709367353326,20,610,2.51383930534962,-0.790322459992682
