create_ts	id	tags	title	body	answers
2014-06-24T08:31:50.993	2410	articles	creating variables inside article text	i am very new to joomla  i started 4 days ago  does anybody know an easy and not very time consuming way to use the article like a template  defining variables that could substitute simple strings  we have several sites and those site have different language versions that have  brand name  translated to many languages  and we would like to be able to replace this with the relevant brand name inside the article   this could be also very useful in case the brand name changes slightly so we won t have to edit every article again   	i m not 100  sure i understand what you are doing  but nonumbers rereplacer seems to do something like what you want  here is what is written about rereplacer on their site http   www nonumber nl extensions rereplacer userguide     rereplacer enables you to search and replace virtually anything in   your website on the fly        it functions on the html level of your website  so you can replace any piece of html you can find        you can search for stuff and replace it with something else  or remove it  by replacing it with nothing         rereplacer supports powerful regular expressions    
2014-06-24T13:30:29.393	2412	joomla-2.5^&^alias	what s the correct method to get the alias of the active page	i want to load some js but only on the page where it is needed   i m trying to use the alias of the active article to determine that   my code in the component php file is       path    jfactory  geturi    getpath        length   strlen  path       for   i    length   i    0    i             if   path  i                      return substr  path   i   1   length    i   1        alias    path    and this part in the   head    if   alias     elearning              script src   media system js ddslick js  type  text javascript    script    php        just doesn t seem to work  any suggestions where i m going wrong  	
2014-06-24T16:16:05.820	2414	development^&^jquery	google map not loading properly inside bootstrap tab	i m using iproperty to create tabs with content for different property owners   i have hacked the core files a lot to get the site looking and functioning how i want it  but i m having a problem with the maps in the tabs    if you look at the below page  and then click the location tab  you will see the problem whereby it only loads a small portion of the map  incidentally  the problem disappears if you resize the browser while the map tab is active  so i think there is some issue when the map initially loads   http   red ferndevelopment co uk officeexperts index php option com iproperty view property id 90 itemid 318  if anyone could help  i d be more than grateful   many thanks  austin 	first the reason re sizing fixes it is that the map checks that everything is  correct  on browser resize  since the tab is hidden by default the size of the map is smaller until the tab is opened  but no event is getting sent to the map to notify of the change  i have seen similar problems with google maps before and its not really a problem  just something that can get missed easily   there are a couple of fixes for that  the first is by calling map checkresize   when the tab is opened  though given it is a third party component that may not be easy  but if core modifications have already been made that may not be a problem  replace map with the actual variable for the map   the second  easier way to  trick  it without actually touching it is to simply do something like this   jquery  a href   propmap     on  click  function       jquery window  trigger  resize          you can place that anywhere  as long as its after the dom has loaded of course  and it should fix it  it triggers a resize event automatically when the tab is clicked so it should force the map to work without a manual resize   the first suggestion is the best as it is not any kind of  hack  but the second should work no matter what   
2014-06-25T06:07:03.227	2419	joomla-3.x^&^component^&^administrator^&^global-configuration	fatal error   could not access the global configuration part in administration	i have installed joomla 3 3 on my site through ftp and have created database for the site with the user i successfully installed the site but i m not able to access the global configuration part on the administrator part i am getting the error message   fatal error  class  configmodelform  not found in  home   path   administrator components com config model application php in line 20   i have tried the jcache to remove the cache problems and also tried adding the file application php again but could not resolve it   what should i do   	
2014-06-26T09:27:28.807	2423	joomla-3.x^&^fix-my-code^&^jdatabase	view users front end   php code	i am using http   www nonumber nl extensions sourcerer in order to place some custom php code in an article to display all my registered users in the front end of my joomla 3 3 site  i am new to this so appreciate any help   the code does work however it displays the users all in one long line with no breaks and is very difficult to read    like this   id username email id username email id username email     etc   can somebody explain how i take a new line after each user  for example    id username email  br  id username email  br  id username email  br    i have tried adding  n and other variations in single and double quoted but it won t seem to make any difference   my code is below    db   jfactory  getdbo     query    select   from    users     db  setquery  query    rows    db  loadobjectlist    foreach   rows as  row         echo  row  id      row  username      row  email  br      thanks 	try this   echo  row  id      row  username      row  email   br      along with  tim wilkinson s answer  i would also use up to date coding standards for doing your database query like so    db   jfactory  getdbo     query    db  getquery true          select  db  quotename               from  db  quotename     users      db  setquery  query    rows    db  loadobjectlist     foreach   rows as  row        echo   p      row  id       row  username      row  email      p        
2014-06-26T14:07:21.277	2426	joomla-3.x^&^nginx	nginx 502 in administrator	i just transferred my joomla installation to digitalocean and i m running on nginx  site seems to be running fine but when i login to the administrator portion and try to update something in the global configuration i get the following error   2014 06 26 10 08 38  error  19654 0   1035 fastcgi sent in stderr   php message  php warning  file put contents  usr share nginx projects hoopsforu configuration php   failed to open stream   permission denied in  usr share nginx projects hoopsforu libraries joomla filesystem file php  on line 426  while reading response header from upstream  client  70 208 86 53  server  hoopsf oru com  request   post  administrator index php option com config http 1 1   upstream   fastcg i   127 0 0 1 9000   host   hoopsforu com   referrer   http   hoopsforu com administrator index  php option com config  2014 06 26 10 08 38  error  19654 0   1035 upstream sent invalid status  0 could not write to t he configuration file  while reading response header from upstream  client  70 208 86 53  serve r  hoopsforu com  request   post  administrator index php option com config http 1 1   upstream    fastcgi   127 0 0 1 9000   host   hoopsforu com   referrer   http   hoopsforu com administra tor index php option com config    this is what my config looks like   server       listen 80      server name  hoopsforu com www hoopsforu com      server name in redirect off       root            usr share nginx projects hoopsforu          index index php index html index htm default html default htm            support clean  aka search engine friendly  urls         location                             try files  uri  uri   index php  args                       deny running scripts inside writable directories         location      images cache media logs tmp       php pl py jsp asp sh cgi                             return 403                          error page 403  403 error html                     location     php                    fastcgi pass  127 0 0 1 9000                  fastcgi index index php                  include fastcgi params                  fastcgi param script filename  document root fastcgi script name                  include  etc nginx fastcgi conf                       caching of files         location       ico pdf flv                             expires 1y                     location       js css png jpg jpeg gif swf xml txt                             expires 14d               	make sure your permissions are set to 644 and 755 for files and folders respectively  more on permissions can be found here  http   joomla stackexchange com a 133 19  also make sure the user or group is set to nginx so that nginx has permission to write to those files   directories   
2014-06-27T15:39:33.593	2432	component	component creator  component development help	i have created a component using http   component creator com   i have got two tables    competition data      competition entries   i also have an empty view  the    competition data table is where the competitions are added  in the backend  and the    competition entries is where the entries are stored  from a front end form   in my empty view  i want to be able to display the  data  showing title of competition etc  and have the form  from the  entries  displayed underneath   i have a premium account with component creator  but they re saying they can no longer help me with my support request  which i think is a breach of contract   but that s another story    i know i need to edit   models frontendv1ewform php view frontendv1ewform view html php view frontendv1ewform tmpl default php  but i can t seem to work out where i m going wrong  i have read the docs on joomla org but still can t work it out  any ideas where i m going wrong  	
2014-06-27T16:29:47.830	2433	component^&^development^&^tags	taxonomy in joomla 3	can someone explain how to use taxonomies in joomla 3  in the context of developing a custom application  i can find no documentation of how to implement this  i explored the new tagging system  but it seems not quite ready for prime time   none of the  official  joomla docs on how to use it in a component resulted in success   they were either out of date or the underlying code was faulty   thanks  	
2014-06-28T17:27:01.473	2436	component^&^joomla-3.3.x^&^menu-item^&^tags	adding an itemid on the tag component page	i just migrated my bilingual website to joomla 3 3 1 and i am discovering the tag feature  which is awesome  when i click on a tag displayed near the title of an article i am redirected to a page listing all the article with this tag  so far so good  but the problem is that there isn t any menu displayed on that component tags page    so i have been looking for a way to attach an itemid to a specific component page  but i didn t come close to a solution    you can see what i mean here 	this sounds like there is no menu item for the tag component  then you get something like this  index php component tags tag 3 yellow as your url   try adding a menu item for example of the type tags   compact list of tagged items    if you don t want this menu item visible  you can add it to a new menu  if you don t link this menu to a module  it will never show up on the site  but it will still be used for the sef urls  this way you can create nice urls and even customise the view   
2014-06-29T09:46:11.453	2439	joomla-3.x^&^tags^&^custom-action	customizing the tags displayed under the article title	on my joomla 3 3 1 website i would like to add the word  tags   before the tags that are automatically  display under the article title   in which file i am supposed to add this and where  	the best place would be  layouts joomla content tags php   but first you need to override this layout by putting it to  templates your template html layouts joomla content tags php    
2014-06-29T11:54:54.790	2441	php^&^menu-item^&^jroute^&^navigation	attributing itemid to article when opened from a  tagged items  pages	i am struggling with the tag component   1  when i click on the title of an article from the component tags tag mytag page  then i am redirected to a page with the home itemid  this is a big issues because there is many modules displaying that i don t want on a article   i would like to either keep the same itemid as the component tags tag  page for this new page or to have a static itemid  article link navigation overwrite  for example the itemid 200  i found in com tags tag default items php the line that give this redirection but couldn t manage to find the solution     a href    php echo jroute    tagshelperroute  getitemroute  item  content item id   item  core alias   item  core catid   item  core language   item  type alias   item  router              php echo  this  escape  item  core title        a    you can see what i mean here  2  the title of my article aren t displayed at all    any idea how to solve this   edit      if i add  itemid 200 at the end it working if i am not in sef url even if there is 2 itemid in the url  but in sef url  it snt working  if i assign the article to language all then it s also working  the itemid is preserved and the title is displayed  but this is not a long term solution  	 create a new menu called hidden  i e wont actually be displayed on the site create a menu item in there to display all the category parents in either list or blog layout  doesn t matter  just so long as the articles  tagged  are in a category covered by a menu item     if you just have one root category for all items  the one item should be sufficient  make sure all articles belong to a category in this menu  either directly or as a child   you should now find that when you click an item from the tag list  it will use the menu itemid of the menu item that contains the category   basically  if joomla cannot find a menu item that references the article in someway either directly or via the category  it will just use the index page by default   hope this makes sense  and should solve your problem  this doesn t crop up often as people invariably have somewhere on their site a menu item of blog   display category type   
2014-06-29T14:57:48.910	2443	joomla-3.x^&^php^&^multilingual	language condition with php if    elseif	i would like to modify a core component of joomla by setting up a condition based on the language the website is displaying   my edit don t seems to work and i can t get what i am doing wrong      php defined  jpath base   or die   lang   jfactory  getlanguage         div class  home      php if   lang  language     en us       home    php elseif   lang  language    fr fr       accueil     php endif       div    	you should try this    div class  home      php    lang   jfactory  getlanguage       result    lang  gettag      if   result   fr fr            echo  accueil            else          echo  home               div     
2014-06-29T15:26:37.407	2445	plugin^&^fix-my-code	how to restrict user registration based on user group	i am wondering if someone can help me  i have developed a plugin that allows me to restrict the number of users registering on the site  but i would like to develop this further by restricting it to a particular user group  would anyone have any idea how i achieve this   this is my code so far     php defined   jexec   or die   jimport  joomla plugin plugin     class plguserlimit extends jplugin    function   construct   subject   config   array          parent    construct  subject   config      public function onuserbeforesave  user   isnew   new        if   isnew             limit      this  params  get  limit text             db      jfactory  getdbo             query    select id from    users            db  setquery  query            db  query             num rows    db  getnumrows            if   limit    num rows                echo  ermsg    sorry but you have exceeded your allocated number of licenses  br  br please press the back button on your browser to go back to the previous page  br  br  if you wish to purchase more licences please contact customer support team                die              jfactory  getapplication    redirect juri  base     ermsg   error                           extension type  plugin  version  3 0  group  user  method  upgrade    name plg user register limit  name    creationdate june 2014  creationdate    license gnu general public license version 2 or later  see license txt  license    version 1 0 0  version    description         cdata           this plugin is used for limiting user registering                description   files       filename plugin  registerlimit  registerlimit php  filename        filename index html  filename         files       languages           language tag  en gb  en gb plg user regitesrlimit ini  language            language tag  en gb  en gb plg user regitesrlimit sys ini  language             languages           config               fields name  params                    fieldset name  basic                        field name  limit text  type  text  default    label  enter user limit  description  set limit        fieldset    fields    config    extension   	
2014-06-29T21:07:18.243	2448	security^&^profile	showing every user its simple specific content  e g  a secret username and password	how can i create a simple page to show every user a specific secret content   i know we can show an article to a  group  of users  but i want a simple way to show a content to single  user    for example every user has a special credit card and i want to show them their related credit card number and a secret password  is it possible with a module plugin      	this can be possible with some custom code which can be added in the article itself   since creating different articles for different user is not a feasible solution   there is a plugin which allows you to add custom code anywhere you want   using this plugin you can add code in article which fetches the user specific details and display them   if you ve got documents you want to show to each user  you can use rs files  which lets you set up a briefcase to each user  but as far as showing them data  you might want to use community builder  i believe you can make custom fields that do not show to other users   you could also try joomprofile   i suspect you could pay the dev to create a module that would then pull from the special fields  that way you d literally only have to publish one module and won t have to put extra code on the articles  or put the actual user data in the article   you d just publish the module and that users info would appear in the module  it s really a better way to accomplish this   if you have the php proficiency to write a simple plugin  there is a tutorial about creating a profile plugin that would allow that secret data to be stored indirectly with the user profile itself   from there  it would appear on the profile page  as well as being available to 3rd party extensions that allow php code within an article   
2014-06-30T10:24:34.757	2451	joomla-2.5^&^jquery^&^mootools^&^bootstrap	mootools more js conflicting with bootstrap button dropdowns	i was migrating a component from bootstrap 2 to bootstrap 3  i noticed a weird effect after opening and closing a button dropdown    the button disappears     upon investigating  it looks like jquery is conflicting  similar to https   github com twbs bootstrap issues 3436   with mootools  this is not a conflict in the general sense  it s not causing javascript errors in the logs    jquery is triggering a  hide  event and mootools is catching it first    	this is the only workaround i ve found so far  opened for review       mootools window addevent  domready  function          element prototype hide   function             alert  intercepted               do nothing              
2014-06-30T14:39:12.170	2455	migration^&^localhost	your host needs to disable magic quotes gpc to run   no write access	i have been creating a joomla 3 3 0 site on my local pc using xampp   php version 5 4 7 and i have had no issues whatsoever  however today i tried to move my site to a live shared hosting environment and encountered some issues   the migration itself was fine  using akeeba kickstart i was able to transfer my files and database  and the website does infact appear to be working fron the front end  however when logged into the  administrator area of my site there is an error displayed at the top of my joomla interface  your host needs to disable magic quotes gpc to run     my host is running php 5 4 x  bt web hosting   i also notice that some of the admin functionality is missing  eg   i cannot set my website to be offline  another error message appears about tables not being writeable  i don t remember the exact message   i have since set my site to be offline by editing the configuration php file   i have ready that adding magic quotes gpc   off to my php ini file but there is no change  i have yet to follow this guide http   docs joomla org how to turn off magic quotes gpc for joomla 3 however this is my next step   i will post an update   why does this error appear  and what does it mean exactly       update 1  deleted everything and started again  i can now see this error message in akeeba while trying to restore       important  you are restoring on a server with a different php version   than the one you used to back up your site       your original site server s php version was 5 4 7 and your current php   version is 5 3 28  please note that different php versions may have   differences which can cause your extensions  components  modules    plugins  libraries and templates  to not work properly  in these cases   the restoration will complete without an error but your site may not   display correctly or not load at all  unfortunately  we cannot provide   support for these issues  you will have to check that all of your   extensions support php 5 3 28 before attempting to restore your site   on this server        update 2  i have now resolved the  your host needs to disable magic quotes gpc to run  error by adding the lines below to my  htaccess file   ifmodule mod suphp c    suphp configpath  home myusername public html yourj3folder    files php ini      order allow deny     deny from all     files    ifmodule    i also had to create a php ini file and add it to my root folder and add the following lines  magic quotes gpc   off magic quotes runtime   off magic quotes sybase   off   however now i don t seem to have write access to make any changes in the admin area   could this be related  the error i get is as follows  when tyring to set the site to be offline      1044 access denied for user  myuser      to database  mydb  sql lock   tables ix5ta assets write  	it s best to contact your host to ask them about this  they may have a different setup and your php ini file may be getting ignored  you can easily disable magic quotes for you  or they can adjust the settings so your php ini is honored   in the meantime  you can modify the configuration php file manually via ftp to take the site offline  just change public  offline    0   so it reads public  offline    1   and save the file   
2014-06-30T23:49:37.820	2458	joomla-2.5^&^fix-my-code^&^virtuemart	update virtuemart product prices based on weight	i want to update vm2 prices based on weight   the thing is we have field product weight in table    virtuemart products and field product prices in table    virtuemart product prices   and i want to update only the ones who have the  tax id  4 in those   i got my  priceg  that is a price   per gram of gold silver  that i got from pulling prices of precious metals with a parser   and the query as follows       if  priceg   0      db   jfactory  getdbo     query    db  getquery true     query       select  db  quotename array  a product price    a product tax id    b virtuemart product id    b product weight           from  db  quotename     virtuemart product prices    a          join  inner    db  quotename     virtuemart products    b       on       db  quotename  a virtuemart product id              db  quotename  b virtuemart product id                where  db  quotename  a product tax id         4         order  db  quotename  a virtuemart product id       desc      db  setquery  query       load the results as a list of objects array or something not sure which one fits better    results    db  loadresultarray     updquery    db  getquery true     foreach  results as  newresults      i m trying to update each price with mine      weight    results  product weight    here lies my problem  its ok for 1 record  doesnt go thru all      pricenew     priceg    weight        nuquery     update     virtuemart product prices  set  product price     pricenew        db  setquery  nuquery        updresult    db  query                  any help and directions much appreciated   edit  preformatted var dump  results  gives this   array 260       0      array 4         0        string 8   31 16577       1        string 1   4       2        string 3   286       3        string 6   7 3200            i have 259 products with id 4      259      array 4         0        string 8   31 16577       1        string 1   4       2        string 2   17       3        string 8   100 0000          as for now there are no errors  just doesnt go thru all  results and takes just the last one  newresult  the code being updated        if  price   0      db   jfactory  getdbo     query    db  getquery true     query       select  db  quotename array  a product price    a product tax id    b virtuemart product id    b product weight           from  db  quotename     virtuemart product prices    a          join  inner    db  quotename     virtuemart products    b       on       db  quotename  a virtuemart product id              db  quotename  b virtuemart product id                where  db  quotename  a product tax id         4         order  db  quotename  a virtuemart product id       desc      db  setquery  query       load the results as a list of objects array or something not sure which one fits better    results    db  loadrowlist     updquery    db  getquery true        foreach  results as  newresults        weight    newresults  3         pricenew     price    weight        nuquery    db  getquery true        update  db  quotename     virtuemart product prices          set  db  quotename  product price              db  quote  pricenew         where  db  quotename  virtuemart product id              db  quote  virtuemart product id          db  setquery  nuquery        updresult    db  query             thx again for quick responses  	i think    weight    results  product weight    here lies my problem  its ok for 1 record  doesnt go thru all   should be   weight    newresults  product weight       newresults because this is the value of your database row in each foreach loop and the    brackets because you load the result as an array  not an object   i m not totally sure what you want to achieve but you may also be missing a where clause in your  nuquery   otherwise you re always updating all results in table    virtuemart product prices  for example  not tested     nuquery    db  getquery true        update  db  quotename     virtuemart product prices          set  db  quotename  product price              db  quote  pricenew         where  db  quotename  virtuemart product id              db  quote  newresults  virtuemart product id        
2014-07-01T00:57:17.150	2459	joomla-3.x^&^component^&^security^&^administrator^&^form	token check not working in custom component admin	i ve built a custom component and have three forms that executes different tasks in the default php view on subcontrollers within the administrator  within my tmpl view default php   each form has a   php echo jhtml     form token       which renders a hidden field with a token as the name with a value of 1  i have a check in my subcontroller  jsession  checktoken   or die to determine if the token is valid    the issue is that when submitting a form via post  the post data with the token and the function jsession  checktoken   that checks the token are not a match thus results in false   after debugging the jsession class  i found that when it gets a token  it is not the same as the token being posted  i ve searched google but could find any solution that worked    according to joomla s documentation on csrf   it s supposed to be as easy as adding   php echo jhtml     form token       and adding the check in the controller jsession  checktoken   or die    how can the two tokens differ from the form post and jsession class  is there something else i maybe missing or have not added that is not in the joomla doc  	a few things occur to me   are you sure you re submitting to a  site  controller  and not an     admin  controller  the token for a site vs  admin form will be    different  since the session is different    are you sure you re    submitting via post   if you are submitting via get you need to    check the token using jsession  checktoken  get      are you sure    that you have put the token field inside the form tags  you can view    the source to confirm that this all looks correct   
2014-07-01T01:17:34.210	2461	php^&^ajax^&^module	difficulties in calling ajax from joomla 2 5 module	hi i am having problem to call another file by ajax from module as i don t want to make a component to call it for ajax from module  so what i am thinking is calling index php file from ajax passing a task variable and catching that variable in module main php file and returning data back to same module js ajax code  how much fruitful is this way and how do i return json data in best way  and any security risks    edit  this way i am calling ajax     ajax                               cache false                          url    php echo juri  current                 type   get           data                                     ajax   true                                  sid   math floor math random     900000    100000                                and in module s main php file      task   jrequest  getvar  ajax    if  task   true             for test    echo  hurray   exit       if there are best error free ways then let me know  	nowadays  the simplest way to work with ajax from modules is implementing com ajax   you can just install it and talk with com ajax from any other extension   furthermore  you are working fully integrated with joomla api  and you are in a far better position than installing a raw index php  besides a security risk  there are measures that restrict this raw access e g   htaccess  therefore you would have to deactivate them  in conclusion  not recommended   joomla  ajax interface https   github com joomla ajax interface component  it s included in joomla 3 2 and superior  and it s installable on joomla 2 5   hello ajax world https   www youtube com watch v gyc1qwauqoy list plswfvrvz3joto3inku ft65 ak8dqiyz4 index 40  
2014-07-01T08:19:09.687	2465	templates^&^responsive-web-design	where to find absolutely free responsive templates for joomla on the web 	i have been searching the web for a an absolutely free template that has a red color shopping portal theme layout  the issue is when i try to download the template  i am prompted to join the portal as a member via paying a certain amount of fee  can someone guide me here for an absolutely free and responsive joomla template portal from where i can download my desired template  thank you 	there are hundreds of free joomla templates on the web  it really depends on what you consider to be  good quality  there are few good quality free templates out there   firstly     what version of joomla   what framework are you looking to use  what shopping cart are you going to implement    remember that if you do see a theme you like it s very easy to customise the colour to your red requirements using css   i can only speak from experience but i can recommend joomlart   http   www joomlart com    gavickpro   http   www gavick com    and joomlaxtc   http   www joomlaxtc com     they all have a free version of some sort  worth a look    some of the best templates are worth paying for and offer excellent support  plus it s always nice to give back to the developer s  that have worked so hard on creating the template in the first place   in many cases what you are really paying for is support  providing support costs template companies a lot of time and money   when you pay nothing for a template you can expect to get zero support  and if you are not an experienced joomla developer then it is probably support that you need more than anything    getting free templates is easy  turning them into what you need is the hard bit  if you see a template that provides everything you need you should pay for it  the chances that a free template will magically provide everything you need is the same as the level of support you get  zero   
2014-07-02T05:38:31.187	2471	jdatabase	how to write an insert select statement 	this  method for creating a subquery using jdatabase provides some great insight and i think it would be beneficial to have a agreed method of subquery documented  i came across this because i am wanting to do the same thing but as an insert statement  the closest i ever got was replicated the entire table because for some reason i keep losing the columns    query    db  getquery true    pre    db  getquery true       insert columns   columns   array  user id    title    ordering    published    description      now    query  currenttimestamp       insert values    pre  insert  db  qn     table     columns  db  qn  columns         prepare the insert query   query  select array                       db  q         as id                        db  qn  user id                         db  qn  c name    title                         db  q  1       as published                        db  q         as ordering                        db  q         as created by                        now      as created on                        db  q         as modified by                        db  q         as modified on                                                     from  db  qn     other table    c           query    pre    query           set the query using our newly populated query object and execute it       db  setquery  query         db  execute     	you have to type which values you want to insert   pre  insert  db  qn     table     columns  db  qn  columns    values here values     
2014-07-02T07:29:29.243	2474	php^&^plugin	limit the number of profiles in a user group	i am trying to limit the number of profiles that can be applied in a user group  i have created a plugin that allows me to limited the number of profiles on the site but i need to refine it a little to apply it to a group  here is my code so far  manifest    xml version  1 0  encoding  utf 8                 copyright   copyright  c  2014 user limiter  all rights reserved      license     gnu general public license version 2 or later  see license txt          extension type  plugin  version  3 0  group  user  method  upgrade        name plg user limiter  name       author stuart roberts  author       creationdate june 2014  creationdate       copyright copyright  c  2014 user limiter  all rights reserved   copyright       license gnu general public license version 2 or later  see license txt  license       authoremail stuart roberts barabano com  authoremail       authorurl barabano com  authorurl       version 1 0 0  version       description         cdata          this pluin used for limiting user registration                description        files           filename plugin  user limit  user limiter php  filename           filename index html  filename        files        languages           language tag  en gb  en gb plg user limiter ini  language           language tag  en gb  en gb plg user limiter sys ini  language        languages        config           fields name  params                fieldset name  basic        field name  limit text   type  text  default    label  enter user limit  description  set limit          field name  usergroups  type  usergroup  description  usergroup  label  select usergroup  size  10                   fieldset            fields        config    extension    plugin    php         copyright   copyright  c  2014 user limiter  all rights reserved      license     gnu general public license version 2 or later  see license txt         no direct access defined   jexec   or die   jimport  joomla plugin plugin            user   user limiter plugin        package joomla plugin     subpakage   user limiter     class plguserlimiter extends jplugin                   constructor                 param    subject         param   array  config             function   construct   subject   config   array                 call parent constructor         parent    construct  subject   config             public function onuserbeforesave  user   isnew   new              if   isnew         group  this  params  get  usergroups         lim  this  params  get  limit text         db   jfactory  getdbo         query  select id from    users        db  setquery  query        db  query        num rows    db  getnumrows       if  lim  num rows      echo  ermsg  sorry but you have exceeded you allocated profiles  br  br please press the back button on the browser to return to the previous page  br  br to increase your user profile licenses please contact our customer support team    die      jfactory  getapplication    redirect juri  base     ermsg   error                             as you can see i have added a drop down menu in the plugin on the backend to select the group and limit the number of users  but i can t think of a way of using the drop down menu as a selection  	
2014-07-02T08:26:08.893	2475	mysql^&^performance	mysql user with multiple dbs advice	i have recently created a joomla 3 3 website which consists of one user  all privileges  and one database on my shared hosting account   i d now like to install piwik analytics aswell on the same hosting account   http   piwik org       what would be the best way of approaching this as regards users  piwik requires one db user with all privileges    can i use the same user to manage my joomla site and piwik  is there a security risk by doing this  will there be any effect on site performance speed    i m not sure if it makes much difference  however if somebody could point me in the right direction i would be most grateful   i would like to keep things as simple as possible because my shared hosting  bt  does not allow users to modify db user privileges   and my client wants to stay with bt  therefore each time i set up a user i have to contact them and wait  up to  48hours for a response   i m quite new to dbs so apologies for the naive question   regards 	on shared hosters it s quite usual that you only have one db user  of course it is not best security practice to run various web applications with the same  root  db user  but on shared hosters you are usually stuck with what you have   the danger is if you are being hacked and someone gets your credentials or can run code using your connections  then he can do anything with your database  if it s only one user  he will have access to all your databases  however hackers usually are most interested in the actual data  credit cards  emails  passwords and the like   they don t want to modify your database  thus even a restricted user would allow them to get what they want  so it s not really that big of an issue if you have only one user with all privileges   in theory you can also have piwik and joomla withing the same database  you can even run multiple joomla instances in the same database as long as you have different prefixes  i wouldn t care about the performance  that should not be a problem at all  for me the main reason to have each application in its own database is the maintainability  for example it s easier to make and restore backups for a specific application and it s clear which database does what   so if you have the ability to create unique users and databases for each application  it s certainly good practice to do so  however if you can t do that  i wouldn t invest much time to get it done   
2014-07-02T09:36:32.527	2476	joomla-3.x^&^templates^&^administrator^&^k2	customizing k2 admin panel	i would like to hide show specific fields in the k2 article editing panel for specific users     i would like to hide all the  item view options in category listing  and only show the image size selection in the  item view option   my first thoughts would be to duplicate the admin template and add display none  to everything i want to hide in the css   i was wondering if there is a better way to achieve this   i am using isis admin template and joomla 3 3 1 	this is what i did      duplicated the isis template and asigned the duplicated template to the target users  created a template override for the com k2 item in  administrator templates isiscopy html com k2 item default php and deleted the unwanted fields in that file    
2014-07-02T10:29:17.633	2478	php^&^joomla-3.3.x^&^menu	undefined index  view with external url menu	i am using joomla 3 3 1 with seo links on  and after changing a menu type to external menu  which points to a pdf   i am getting the following php notice      php notice   undefined index  view in    mysite components com content router php on line 70   i went to the rounter php and can see the following at line 70   if    menuitem instanceof stdclass      menuitem  query  view       query  view      isset  query  id        menuitem  query  id       int   query  id      well  this is really a matter of having a if  isset  query  view     but i don t want to edit the core file   also there will be a problem with isset  query  id      that s because the url in the menu is an external url wich will not have an id nor a view   is there a fix for this  	i just had this issue myself  the problem was that the client had internal links that were not relative and were linking to the proper page but with these weird urls    once the internal links on the page were resolved  relinked properly   the error that you ve posted disappeared   good luck   
2014-07-02T10:56:07.447	2479	templates	why the newly installed template looks differently from the demo 	i just installed a new template from http   themeforest net    my front end does not show all the components  banner  carousel  footer  etc      my template      my frontend     can someone guide me how to customize my theme   	this is most likely due to the fact that your previous template was using different module positions to the new template you are now using    all you need to do is simply open each of the modules that are not displaying as they should and assign them to a position that belongs to your new template   for example  the default joomla 3 x template  protostar  uses position 7 for the right hand side  however another template may use sidebar a     to find out the module positions for your template have a look at the demo and on the main menu  go to features    module positions    http   demo arrowthemes com  theme legend  hope this helps  
2014-07-02T11:00:31.987	2480	joomla-api^&^templates	joomla error arising when transfer site to the other hosting	i am trying to transfer joomla site from one hosting to the other  the error is   fatal error  call to a member function get   on a non object in      home     templates beez 20 error php on line 10   i have found the folowing lines in error php   defined   jexec   or die   params   jfactory  getapplication    gettemplate true   params   logo     params  get  logo      maybe it can t find the parametres  so i should initialize it someway   also there are several warnings before fatal error   warning  invalid argument supplied for foreach   in  home     public html libraries joomla access access php on line 409  warning  invalid argument supplied for foreach   in  home     public html libraries joomla plugin helper php on line 59  warning  invalid argument supplied for foreach   in  home     public html libraries joomla plugin helper php on line 59  warning  invalid argument supplied for foreach   in  home     public html libraries joomla application menu php on line 63  warning  invalid argument supplied for foreach   in  home     public html includes application php on line 462 	
2014-07-02T14:16:26.293	2486	jquery	how to use additional jquery ui libraries such as draggable 	according to the docs at jquery ui framework   to use a jui library such as sortable   the following code is required  jhtml     jquery ui   array  sortable      this apparently works fine if jquery ui sortable js is exists  but there are no equivalent files for other jui libraries  specifically draggable droppable   what is the correct way to use jui libraries that aren t included with the core j3 x installation   solution  with the guidance from  lodder  here are the steps i followed to get the full working jui library    went to jui themeroller and created downloaded the theme and related files  created the folder component com xxx assets jquery ui 1 11 0 custom to contain the theme and libraries from the downloaded zip  added the below code to my component  and  tada    all the jui features functions were available      this place wouldn t be the same without lodder    jhtml     jquery framework    jhtml     script   juri  root      components com xxx assets jquery ui 1 11 0 custom jquery ui min js     	to import additional js libraries  you should use the jhtml method like so   jhtml     script   juri  root      path to the file script js      there are no cdn links that i know of for separate jqueryui widgets  which is a shame  else you could have done this   jhtml     script      cdnjs cloudflare com ajax libs script js       as for the location of the js files  i would either create a folder in the  media  folder and put them in there  or add them to the same directory as the core files   root media jui js   update 1   you don t have to replace the jui library  the one you currently see is the core library which doesn t contain any widgets  widgets which when imported  come from separate files and is done using the code you provided in your question  to get widgets that aren t provided with the joomla package  you can either do as i described in my answer  or compile a jui package on the official website and replace the jquery ui core min file with it  then  using will import the core along with the widgets that you compiled it with   jhtml     jquery ui      this is however not recommended  update 2   having looked at the documentation  you can also add you own libraries and call them using   jhtml     mylibrary myloader      i m not sure exactly how this works as i have never tried it  but it is also another alternative and also in favour of update 1   
